endorser,category,candidate,endorsement
Bay Area GOP,"Member, Board of Education",Trevor McNeil,NA
Bay Area GOP,"Member, Board of Supervisors, District 1",Andy Thornley,NA
Bay Area GOP,"Member, Board of Supervisors, District 1",Brian J. Larkin,NA
Bay Area GOP,"Member, Board of Supervisors, District 1",David Lee,NA
Bay Area GOP,"Member, Board of Supervisors, District 1",Jason Jungreis,NA
Bay Area GOP,"Member, Board of Supervisors, District 1",Jonathan Lyens,NA
Bay Area GOP,"Member, Board of Supervisors, District 1",Marjan Philhour,NA
Bay Area GOP,"Member, Board of Supervisors, District 1",Richie Greenberg,NA
Bay Area GOP,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,NA
Bay Area GOP,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,NA
Bay Area GOP,"Member, Board of Supervisors, District 11",Ahsha Safai,NA
Bay Area GOP,"Member, Board of Supervisors, District 11",Berta Hernandez,NA
Bay Area GOP,"Member, Board of Supervisors, District 11",Francisco Herrera,NA
Bay Area GOP,"Member, Board of Supervisors, District 11",Kim Alvarenga,NA
Bay Area GOP,"Member, Board of Supervisors, District 11",Magdalena de Guzman,NA
Bay Area GOP,"Member, Board of Supervisors, District 3",Aaron Peskin,NA
Bay Area GOP,"Member, Board of Supervisors, District 3",Tim E. Donnelly,NA
Bay Area GOP,"Member, Board of Supervisors, District 5",Dean Preston,NA
Bay Area GOP,"Member, Board of Supervisors, District 5",London Breed,NA
Bay Area GOP,"Member, Board of Supervisors, District 7",Ben Matranga,NA
Bay Area GOP,"Member, Board of Supervisors, District 7",Joel Engardio,NA
Bay Area GOP,"Member, Board of Supervisors, District 7",John Farrell,NA
Bay Area GOP,"Member, Board of Supervisors, District 7",Mike Young,NA
Bay Area GOP,"Member, Board of Supervisors, District 7",Norman Yee,NA
Bay Area GOP,"Member, Board of Supervisors, District 9",Hillary Ronen,NA
Bay Area GOP,"Member, Board of Supervisors, District 9",Iswari Espana,NA
Bay Area GOP,"Member, Board of Supervisors, District 9",Joshua Arce,NA
Bay Area GOP,"Member, Board of Supervisors, District 9",Melissa San Miguel,NA
Bay Area GOP,"Member, Community College Board",Alex Randolph,NA
Bay Area GOP,"Member, Community College Board",Dr. Amy Bacharach,NA
Bay Area GOP,"Member, Community College Board",Rafael Mandelman,NA
Bay Area GOP,"Member, Community College Board",Shanell Williams,NA
Bay Area GOP,"Member, Community College Board",Tom Temprano,NA
Bay Area GOP,"Member, State Assembly, District 17",David Chiu,No
Bay Area GOP,"Member, State Assembly, District 17",Matthew Del Carlo,Yes
Bay Area GOP,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",Yes
Bay Area GOP,"Member, State Assembly, District 19",Phil Ting,No
Bay Area GOP,"State Senator, District 11",Jane Kim,NA
Bay Area GOP,"State Senator, District 11",Scott Wiener,NA
Bay Area GOP,"United States Representative, District 12",Nancy Pelosi,NA
Bay Area GOP,"United States Representative, District 12",Preston Picus,NA
Bay Area GOP,"United States Representative, District 13",Barbara Lee,No
Bay Area GOP,"United States Representative, District 13",Sue Caro,Yes
Bay Area GOP,"United States Representative, District 14",Angel Cardenas,Yes
Bay Area GOP,"United States Representative, District 14",Jackie Speier,No
Bay Area GOP,President and Vice President,Donald J. Trump and Michael R. Pence,Yes
Bay Area GOP,President and Vice President,Gary Johnson and Bill Weld,No
Bay Area GOP,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,No
Bay Area GOP,President and Vice President,Hillary Clinton and Tim Kaine,No
Bay Area GOP,President and Vice President,Jill Stein and Ajamu Baraka,No
Bay Area GOP,Regional Proposition,RR,NA
Bay Area GOP,SF Proposition,A,NA
Bay Area GOP,SF Proposition,B,NA
Bay Area GOP,SF Proposition,C,NA
Bay Area GOP,SF Proposition,D,NA
Bay Area GOP,SF Proposition,E,NA
Bay Area GOP,SF Proposition,F,NA
Bay Area GOP,SF Proposition,G,NA
Bay Area GOP,SF Proposition,H,NA
Bay Area GOP,SF Proposition,I,NA
Bay Area GOP,SF Proposition,J,NA
Bay Area GOP,SF Proposition,K,NA
Bay Area GOP,SF Proposition,L,NA
Bay Area GOP,SF Proposition,M,NA
Bay Area GOP,SF Proposition,N,NA
Bay Area GOP,SF Proposition,O,NA
Bay Area GOP,SF Proposition,P,NA
Bay Area GOP,SF Proposition,Q,NA
Bay Area GOP,SF Proposition,R,NA
Bay Area GOP,SF Proposition,S,NA
Bay Area GOP,SF Proposition,T,NA
Bay Area GOP,SF Proposition,U,NA
Bay Area GOP,SF Proposition,V,NA
Bay Area GOP,SF Proposition,W,NA
Bay Area GOP,SF Proposition,X,NA
Bay Area GOP,State Proposition,51,Yes
Bay Area GOP,State Proposition,52,Yes
Bay Area GOP,State Proposition,53,Yes
Bay Area GOP,State Proposition,54,Yes
Bay Area GOP,State Proposition,55,No
Bay Area GOP,State Proposition,56,No
Bay Area GOP,State Proposition,57,No
Bay Area GOP,State Proposition,58,No
Bay Area GOP,State Proposition,59,No
Bay Area GOP,State Proposition,60,No
Bay Area GOP,State Proposition,61,No
Bay Area GOP,State Proposition,62,No
Bay Area GOP,State Proposition,63,No
Bay Area GOP,State Proposition,64,No
Bay Area GOP,State Proposition,65,Yes
Bay Area GOP,State Proposition,66,Yes
Bay Area GOP,State Proposition,67,No
Bay Area GOP,United States Senator,Kamala D. Harris,NA
Bay Area GOP,United States Senator,Loretta L. Sanchez,NA
Bay Area Reporter,"BART Director, District 7",Lateefah Simon,NA
Bay Area Reporter,"BART Director, District 7",Roland Emerson,NA
Bay Area Reporter,"BART Director, District 7",Will Roscoe,NA
Bay Area Reporter,"BART Director, District 7",Zakhary Mallett,NA
Bay Area Reporter,"BART Director, District 9",Bevan Dufty,Yes
Bay Area Reporter,"BART Director, District 9",Gywneth Borden,No
Bay Area Reporter,"BART Director, District 9",Michael Petraeus,No
Bay Area Reporter,"Judge of the Superior Court, Office No 7",Paul Henderson,Yes
Bay Area Reporter,"Judge of the Superior Court, Office No 7",Victor Hwang,No
Bay Area Reporter,"Member, Board of Education",Ian Kalin,No
Bay Area Reporter,"Member, Board of Education",Jill Wynns,Yes
Bay Area Reporter,"Member, Board of Education",Mark Sanchez,Yes
Bay Area Reporter,"Member, Board of Education",Matt Haney,Yes
Bay Area Reporter,"Member, Board of Education",Phil Kim,No
Bay Area Reporter,"Member, Board of Education",Rachel Norton,Yes
Bay Area Reporter,"Member, Board of Education",Rob Geller,No
Bay Area Reporter,"Member, Board of Education",Stevon Cook,No
Bay Area Reporter,"Member, Board of Education",Trevor McNeil,No
Bay Area Reporter,"Member, Board of Supervisors, District 1",Andy Thornley,No
Bay Area Reporter,"Member, Board of Supervisors, District 1",Brian J. Larkin,No
Bay Area Reporter,"Member, Board of Supervisors, District 1",David Lee,No
Bay Area Reporter,"Member, Board of Supervisors, District 1",Jason Jungreis,No
Bay Area Reporter,"Member, Board of Supervisors, District 1",Jonathan Lyens,No
Bay Area Reporter,"Member, Board of Supervisors, District 1",Marjan Philhour,No
Bay Area Reporter,"Member, Board of Supervisors, District 1",Richie Greenberg,No
Bay Area Reporter,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,Yes
Bay Area Reporter,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,No
Bay Area Reporter,"Member, Board of Supervisors, District 11",Ahsha Safai,Yes
Bay Area Reporter,"Member, Board of Supervisors, District 11",Berta Hernandez,No
Bay Area Reporter,"Member, Board of Supervisors, District 11",Francisco Herrera,No
Bay Area Reporter,"Member, Board of Supervisors, District 11",Kim Alvarenga,Abstain
Bay Area Reporter,"Member, Board of Supervisors, District 11",Magdalena de Guzman,No
Bay Area Reporter,"Member, Board of Supervisors, District 3",Aaron Peskin,Yes
Bay Area Reporter,"Member, Board of Supervisors, District 3",Tim E. Donnelly,No
Bay Area Reporter,"Member, Board of Supervisors, District 5",Dean Preston,No
Bay Area Reporter,"Member, Board of Supervisors, District 5",London Breed,Yes
Bay Area Reporter,"Member, Board of Supervisors, District 7",Ben Matranga,No
Bay Area Reporter,"Member, Board of Supervisors, District 7",Joel Engardio,Abstain
Bay Area Reporter,"Member, Board of Supervisors, District 7",John Farrell,No
Bay Area Reporter,"Member, Board of Supervisors, District 7",Mike Young,No
Bay Area Reporter,"Member, Board of Supervisors, District 7",Norman Yee,Yes
Bay Area Reporter,"Member, Board of Supervisors, District 9",Hillary Ronen,Abstain
Bay Area Reporter,"Member, Board of Supervisors, District 9",Iswari Espana,No
Bay Area Reporter,"Member, Board of Supervisors, District 9",Joshua Arce,Yes
Bay Area Reporter,"Member, Board of Supervisors, District 9",Melissa San Miguel,No
Bay Area Reporter,"Member, Community College Board",Alex Randolph,Yes
Bay Area Reporter,"Member, Community College Board",Dr. Amy Bacharach,Yes
Bay Area Reporter,"Member, Community College Board",Rafael Mandelman,Yes
Bay Area Reporter,"Member, Community College Board",Shanell Williams,Yes
Bay Area Reporter,"Member, Community College Board",Tom Temprano,No
Bay Area Reporter,"Member, State Assembly, District 17",David Chiu,Yes
Bay Area Reporter,"Member, State Assembly, District 17",Matthew Del Carlo,No
Bay Area Reporter,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",No
Bay Area Reporter,"Member, State Assembly, District 19",Phil Ting,Yes
Bay Area Reporter,"State Senator, District 11",Jane Kim,Yes
Bay Area Reporter,"State Senator, District 11",Scott Wiener,No
Bay Area Reporter,"United States Representative, District 12",Nancy Pelosi,Yes
Bay Area Reporter,"United States Representative, District 12",Preston Picus,No
Bay Area Reporter,"United States Representative, District 13",Barbara Lee,Yes
Bay Area Reporter,"United States Representative, District 13",Sue Caro,No
Bay Area Reporter,"United States Representative, District 14",Angel Cardenas,No
Bay Area Reporter,"United States Representative, District 14",Jackie Speier,Yes
Bay Area Reporter,President and Vice President,Donald J. Trump and Michael R. Pence,No
Bay Area Reporter,President and Vice President,Gary Johnson and Bill Weld,No
Bay Area Reporter,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,No
Bay Area Reporter,President and Vice President,Hillary Clinton and Tim Kaine,Yes
Bay Area Reporter,President and Vice President,Jill Stein and Ajamu Baraka,No
Bay Area Reporter,Regional Proposition,RR,Yes
Bay Area Reporter,SF Proposition,A,Yes
Bay Area Reporter,SF Proposition,B,Yes
Bay Area Reporter,SF Proposition,C,Yes
Bay Area Reporter,SF Proposition,D,No
Bay Area Reporter,SF Proposition,E,Yes
Bay Area Reporter,SF Proposition,F,Yes
Bay Area Reporter,SF Proposition,G,Yes
Bay Area Reporter,SF Proposition,H,No
Bay Area Reporter,SF Proposition,I,Yes
Bay Area Reporter,SF Proposition,J,Yes
Bay Area Reporter,SF Proposition,K,Yes
Bay Area Reporter,SF Proposition,L,No
Bay Area Reporter,SF Proposition,M,No
Bay Area Reporter,SF Proposition,N,Yes
Bay Area Reporter,SF Proposition,O,Yes
Bay Area Reporter,SF Proposition,P,No
Bay Area Reporter,SF Proposition,Q,No
Bay Area Reporter,SF Proposition,R,No
Bay Area Reporter,SF Proposition,S,Yes
Bay Area Reporter,SF Proposition,T,No
Bay Area Reporter,SF Proposition,U,No
Bay Area Reporter,SF Proposition,V,Yes
Bay Area Reporter,SF Proposition,W,Yes
Bay Area Reporter,SF Proposition,X,Yes
Bay Area Reporter,State Proposition,51,Yes
Bay Area Reporter,State Proposition,52,Yes
Bay Area Reporter,State Proposition,53,No
Bay Area Reporter,State Proposition,54,Yes
Bay Area Reporter,State Proposition,55,Yes
Bay Area Reporter,State Proposition,56,Yes
Bay Area Reporter,State Proposition,57,Yes
Bay Area Reporter,State Proposition,58,Yes
Bay Area Reporter,State Proposition,59,Yes
Bay Area Reporter,State Proposition,60,No
Bay Area Reporter,State Proposition,61,No
Bay Area Reporter,State Proposition,62,Yes
Bay Area Reporter,State Proposition,63,Yes
Bay Area Reporter,State Proposition,64,Yes
Bay Area Reporter,State Proposition,65,No
Bay Area Reporter,State Proposition,66,No
Bay Area Reporter,State Proposition,67,Yes
Bay Area Reporter,United States Senator,Kamala D. Harris,Yes
Bay Area Reporter,United States Senator,Loretta L. Sanchez,No
Bernal Heights Democratic Club,"BART Director, District 7",Lateefah Simon,NA
Bernal Heights Democratic Club,"BART Director, District 7",Roland Emerson,NA
Bernal Heights Democratic Club,"BART Director, District 7",Will Roscoe,NA
Bernal Heights Democratic Club,"BART Director, District 7",Zakhary Mallett,NA
Bernal Heights Democratic Club,"BART Director, District 9",Bevan Dufty,Yes
Bernal Heights Democratic Club,"BART Director, District 9",Gywneth Borden,No
Bernal Heights Democratic Club,"BART Director, District 9",Michael Petraeus,No
Bernal Heights Democratic Club,"Judge of the Superior Court, Office No 7",Paul Henderson,No
Bernal Heights Democratic Club,"Judge of the Superior Court, Office No 7",Victor Hwang,Yes
Bernal Heights Democratic Club,"Member, Board of Education",Ian Kalin,No
Bernal Heights Democratic Club,"Member, Board of Education",Jill Wynns,No
Bernal Heights Democratic Club,"Member, Board of Education",Mark Sanchez,Yes
Bernal Heights Democratic Club,"Member, Board of Education",Matt Haney,Yes
Bernal Heights Democratic Club,"Member, Board of Education",Phil Kim,No
Bernal Heights Democratic Club,"Member, Board of Education",Rachel Norton,Yes
Bernal Heights Democratic Club,"Member, Board of Education",Rob Geller,No
Bernal Heights Democratic Club,"Member, Board of Education",Stevon Cook,Yes
Bernal Heights Democratic Club,"Member, Board of Education",Trevor McNeil,No
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 1",Andy Thornley,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 1",Brian J. Larkin,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 1",David Lee,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 1",Jason Jungreis,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 1",Jonathan Lyens,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 1",Marjan Philhour,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 1",Richie Greenberg,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 11",Ahsha Safai,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 11",Berta Hernandez,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 11",Francisco Herrera,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 11",Kim Alvarenga,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 11",Magdalena de Guzman,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 3",Aaron Peskin,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 3",Tim E. Donnelly,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 5",Dean Preston,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 5",London Breed,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 7",Ben Matranga,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 7",Joel Engardio,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 7",John Farrell,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 7",Mike Young,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 7",Norman Yee,NA
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 9",Hillary Ronen,Yes
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 9",Iswari Espana,No
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 9",Joshua Arce,No
Bernal Heights Democratic Club,"Member, Board of Supervisors, District 9",Melissa San Miguel,No
Bernal Heights Democratic Club,"Member, Community College Board",Alex Randolph,Yes
Bernal Heights Democratic Club,"Member, Community College Board",Dr. Amy Bacharach,No
Bernal Heights Democratic Club,"Member, Community College Board",Rafael Mandelman,Yes
Bernal Heights Democratic Club,"Member, Community College Board",Shanell Williams,Yes
Bernal Heights Democratic Club,"Member, Community College Board",Tom Temprano,Yes
Bernal Heights Democratic Club,"Member, State Assembly, District 17",David Chiu,NA
Bernal Heights Democratic Club,"Member, State Assembly, District 17",Matthew Del Carlo,NA
Bernal Heights Democratic Club,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",NA
Bernal Heights Democratic Club,"Member, State Assembly, District 19",Phil Ting,NA
Bernal Heights Democratic Club,"State Senator, District 11",Jane Kim,Yes
Bernal Heights Democratic Club,"State Senator, District 11",Scott Wiener,No
Bernal Heights Democratic Club,"United States Representative, District 12",Nancy Pelosi,NA
Bernal Heights Democratic Club,"United States Representative, District 12",Preston Picus,NA
Bernal Heights Democratic Club,"United States Representative, District 13",Barbara Lee,NA
Bernal Heights Democratic Club,"United States Representative, District 13",Sue Caro,NA
Bernal Heights Democratic Club,"United States Representative, District 14",Angel Cardenas,NA
Bernal Heights Democratic Club,"United States Representative, District 14",Jackie Speier,NA
Bernal Heights Democratic Club,President and Vice President,Donald J. Trump and Michael R. Pence,No
